name,id,duration_ms_x,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms_y,time_signature,end_of_fade_in,start_of_fade_out,analysis_sample_rate,error
Little Devious,7cOYQTTyrxhqo6IbC5QcMU,282926,False,0,0.595,0.954,4.0,-7.786,0.0,0.0473,0.00164,0.744,0.426,0.171,123.016,audio_features,spotify:track:7cOYQTTyrxhqo6IbC5QcMU,https://api.spotify.com/v1/tracks/7cOYQTTyrxhqo6IbC5QcMU,https://api.spotify.com/v1/audio-analysis/7cOYQTTyrxhqo6IbC5QcMU,282927.0,4.0,0.0,274.78494,22050,
Remember,4Pckvlal7Q7mHKoiCwkk40,228661,False,48,0.47,0.905,7.0,-2.832,0.0,0.0645,0.0125,2.01e-06,0.514,0.0549,127.077,audio_features,spotify:track:4Pckvlal7Q7mHKoiCwkk40,https://api.spotify.com/v1/tracks/4Pckvlal7Q7mHKoiCwkk40,https://api.spotify.com/v1/audio-analysis/4Pckvlal7Q7mHKoiCwkk40,228661.0,4.0,0.0,222.14531,22050,
Young Love,2LEBkdbw0xrvGDEJXaqsPa,148584,False,14,0.765,0.838,8.0,-4.393,1.0,0.032,0.00526,1.61e-05,0.108,0.42,125.963,audio_features,spotify:track:2LEBkdbw0xrvGDEJXaqsPa,https://api.spotify.com/v1/tracks/2LEBkdbw0xrvGDEJXaqsPa,https://api.spotify.com/v1/audio-analysis/2LEBkdbw0xrvGDEJXaqsPa,148584.0,4.0,0.0,144.20172,22050,
Superman - Radio Cut,560HsRF0APPouAtPLkkvlM,167343,False,2,0.309,0.948,7.0,-5.396,1.0,0.0546,0.000171,0.0983,0.349,0.0929,191.954,audio_features,spotify:track:560HsRF0APPouAtPLkkvlM,https://api.spotify.com/v1/tracks/560HsRF0APPouAtPLkkvlM,https://api.spotify.com/v1/audio-analysis/560HsRF0APPouAtPLkkvlM,167344.0,3.0,0.12703,167.34386,22050,
We Were Younger,2grnKcEIRT8TPztjZDMJbh,188709,False,16,0.761,0.828,10.0,-6.172,0.0,0.0291,0.0175,0.000334,0.124,0.55,124.035,audio_features,spotify:track:2grnKcEIRT8TPztjZDMJbh,https://api.spotify.com/v1/tracks/2grnKcEIRT8TPztjZDMJbh,https://api.spotify.com/v1/audio-analysis/2grnKcEIRT8TPztjZDMJbh,188710.0,4.0,0.0,184.16327,22050,
Black Magic,6esyghesXQx99GiYex9zad,228750,False,18,0.812,0.634,2.0,-4.025,1.0,0.0497,0.00576,0.68,0.0398,0.111,128.022,audio_features,spotify:track:6esyghesXQx99GiYex9zad,https://api.spotify.com/v1/tracks/6esyghesXQx99GiYex9zad,https://api.spotify.com/v1/audio-analysis/6esyghesXQx99GiYex9zad,228750.0,4.0,0.0,221.97116,22050,
Oh Mama Shake That Booty (feat. Lunar),0u8G4v3ys9EM5zbdkRStOP,220268,False,25,0.741,0.867,6.0,-5.513,0.0,0.0487,0.00108,2.89e-06,0.283,0.553,130.028,audio_features,spotify:track:0u8G4v3ys9EM5zbdkRStOP,https://api.spotify.com/v1/tracks/0u8G4v3ys9EM5zbdkRStOP,https://api.spotify.com/v1/audio-analysis/0u8G4v3ys9EM5zbdkRStOP,220269.0,4.0,0.1122,215.44054,22050,
I'm Your Friend Juicy Pen (Radio Trap Edit),1NnvKWp2IlaMPVxfjZ8B9h,144438,True,15,0.928,0.575,7.0,-9.207,1.0,0.0734,0.000191,0.0444,0.0907,0.815,133.052,audio_features,spotify:track:1NnvKWp2IlaMPVxfjZ8B9h,https://api.spotify.com/v1/tracks/1NnvKWp2IlaMPVxfjZ8B9h,https://api.spotify.com/v1/audio-analysis/1NnvKWp2IlaMPVxfjZ8B9h,144438.0,4.0,0.0,141.20055,22050,
Dignity,087jDrmvAvTnduKPgGEUWp,168000,False,7,0.736,0.698,11.0,-5.819,1.0,0.0339,0.00315,0.574,0.21,0.643,120.056,audio_features,spotify:track:087jDrmvAvTnduKPgGEUWp,https://api.spotify.com/v1/tracks/087jDrmvAvTnduKPgGEUWp,https://api.spotify.com/v1/audio-analysis/087jDrmvAvTnduKPgGEUWp,168000.0,4.0,2.78639,162.95764,22050,
My World,3fpvPauIXMlx1WKeLvHNh0,245253,False,20,0.707,0.948,0.0,-2.761,1.0,0.0352,0.00944,0.000651,0.248,0.589,120.038,audio_features,spotify:track:3fpvPauIXMlx1WKeLvHNh0,https://api.spotify.com/v1/tracks/3fpvPauIXMlx1WKeLvHNh0,https://api.spotify.com/v1/audio-analysis/3fpvPauIXMlx1WKeLvHNh0,245254.0,4.0,0.0,240.66902,22050,
Me and You (Radio Edit),3upKMVrJE7lq34tSqWIPkJ,188000,False,30,0.82,0.717,6.0,-4.559,0.0,0.0389,0.00689,0.000997,0.743,0.717,127.041,audio_features,spotify:track:3upKMVrJE7lq34tSqWIPkJ,https://api.spotify.com/v1/tracks/3upKMVrJE7lq34tSqWIPkJ,https://api.spotify.com/v1/audio-analysis/3upKMVrJE7lq34tSqWIPkJ,188000.0,4.0,0.15265,181.15628,22050,
Make Your Move,1UvAoUD4uGGxkVllRSQTx0,239047,False,8,0.595,0.933,5.0,-3.582,0.0,0.0981,0.167,0.142,0.0786,0.48,125.941,audio_features,spotify:track:1UvAoUD4uGGxkVllRSQTx0,https://api.spotify.com/v1/tracks/1UvAoUD4uGGxkVllRSQTx0,https://api.spotify.com/v1/audio-analysis/1UvAoUD4uGGxkVllRSQTx0,239048.0,4.0,0.16834,232.24599,22050,
Life,68LU6iCy4H9j83fge97fGI,177478,False,4,0.781,0.873,7.0,-7.043,1.0,0.0433,0.0711,0.00106,0.113,0.0948,118.964,audio_features,spotify:track:68LU6iCy4H9j83fge97fGI,https://api.spotify.com/v1/tracks/68LU6iCy4H9j83fge97fGI,https://api.spotify.com/v1/audio-analysis/68LU6iCy4H9j83fge97fGI,177479.0,4.0,2.2117,168.5014,22050,
Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,152913,False,82,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/tracks/1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/audio-analysis/1DFD5Fotzgn6yYXkYsKiGs,152913.0,4.0,0.0,148.52644,22050,
Runnin',1cbrv9YOCoolOt1EGBLR2n,179047,False,17,0.831,0.733,0.0,-5.051,0.0,0.0529,0.0471,0.00111,0.357,0.57,125.978,audio_features,spotify:track:1cbrv9YOCoolOt1EGBLR2n,https://api.spotify.com/v1/tracks/1cbrv9YOCoolOt1EGBLR2n,https://api.spotify.com/v1/audio-analysis/1cbrv9YOCoolOt1EGBLR2n,179048.0,4.0,3.8371,170.63184,22050,
No Regrets (feat. Krewella) - KAAZE Remix,77rj41HJ2iSYuJYdcsucFq,207587,False,54,0.341,0.897,11.0,-4.434,0.0,0.0643,0.00871,0.000227,0.734,0.192,127.873,audio_features,spotify:track:77rj41HJ2iSYuJYdcsucFq,https://api.spotify.com/v1/tracks/77rj41HJ2iSYuJYdcsucFq,https://api.spotify.com/v1/audio-analysis/77rj41HJ2iSYuJYdcsucFq,207587.0,4.0,0.0,202.75084,22050,
Mr. Navigator,6MUZSRiBO5mpq5qQkFgAgz,152238,False,58,0.759,0.948,1.0,-5.465,1.0,0.114,0.0212,0.336,0.366,0.181,134.085,audio_features,spotify:track:6MUZSRiBO5mpq5qQkFgAgz,https://api.spotify.com/v1/tracks/6MUZSRiBO5mpq5qQkFgAgz,https://api.spotify.com/v1/audio-analysis/6MUZSRiBO5mpq5qQkFgAgz,152239.0,4.0,0.0,148.63094,22050,
Bleu Chanel (NA-NO Remix),5nvTSFuZHCKiuV4WCwCuTd,163355,True,46,0.803,0.614,1.0,-9.587,1.0,0.19,0.0491,0.0,0.11,0.16,122.025,audio_features,spotify:track:5nvTSFuZHCKiuV4WCwCuTd,https://api.spotify.com/v1/tracks/5nvTSFuZHCKiuV4WCwCuTd,https://api.spotify.com/v1/audio-analysis/5nvTSFuZHCKiuV4WCwCuTd,163356.0,4.0,2.25234,157.03075,22050,
All Day And Night,5naYe7rLMZcLfO1DKg48MK,169466,False,71,0.567,0.765,1.0,-4.107,0.0,0.108,0.317,0.0,0.14,0.541,121.924,audio_features,spotify:track:5naYe7rLMZcLfO1DKg48MK,https://api.spotify.com/v1/tracks/5naYe7rLMZcLfO1DKg48MK,https://api.spotify.com/v1/audio-analysis/5naYe7rLMZcLfO1DKg48MK,169467.0,4.0,0.53415,163.56136,22050,
All Around The World (La La La),02itaCXOdC54J0ISjqqFAp,147840,False,78,0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,spotify:track:02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,147840.0,4.0,0.0,144.97958,22050,
Instagram,0U6bQIAh6MCGo1xjbIIx2S,184558,True,75,0.765,0.906,8.0,-2.097,0.0,0.0965,0.125,0.0,0.423,0.95,96.071,audio_features,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,https://api.spotify.com/v1/tracks/0U6bQIAh6MCGo1xjbIIx2S,https://api.spotify.com/v1/audio-analysis/0U6bQIAh6MCGo1xjbIIx2S,184558.0,4.0,0.14508,180.55836,22050,
Rave (feat. Kris Kiss),6AfvfheW6VzyV1MNyZ9XXd,205583,True,41,0.628,0.98,5.0,-2.776,0.0,0.0766,0.0105,0.0687,0.444,0.464,128.093,audio_features,spotify:track:6AfvfheW6VzyV1MNyZ9XXd,https://api.spotify.com/v1/tracks/6AfvfheW6VzyV1MNyZ9XXd,https://api.spotify.com/v1/audio-analysis/6AfvfheW6VzyV1MNyZ9XXd,205584.0,4.0,0.0,200.23148,22050,
Sun Is Dark,1p1bI4uv0hxFmzfF57no5F,149177,False,0,0.729,0.884,9.0,-5.302,0.0,0.0492,0.00552,0.176,0.316,0.721,124.974,audio_features,spotify:track:1p1bI4uv0hxFmzfF57no5F,https://api.spotify.com/v1/tracks/1p1bI4uv0hxFmzfF57no5F,https://api.spotify.com/v1/audio-analysis/1p1bI4uv0hxFmzfF57no5F,149177.0,4.0,0.0,142.40218,22050,
Fly,34lSXdfXd2Xt75hi3mrfnN,183197,False,0,0.506,0.688,3.0,-6.687,1.0,0.0448,0.00873,3.33e-05,0.291,0.371,149.951,audio_features,spotify:track:34lSXdfXd2Xt75hi3mrfnN,https://api.spotify.com/v1/tracks/34lSXdfXd2Xt75hi3mrfnN,https://api.spotify.com/v1/audio-analysis/34lSXdfXd2Xt75hi3mrfnN,183197.0,4.0,0.0,179.03746,22050,
My Best Life (feat. Mike Waters),5kldIyD365H9iq8Cz1Jb5F,212285,False,57,0.625,0.836,8.0,-2.884,0.0,0.224,0.0305,0.0,0.0867,0.675,105.023,audio_features,spotify:track:5kldIyD365H9iq8Cz1Jb5F,https://api.spotify.com/v1/tracks/5kldIyD365H9iq8Cz1Jb5F,https://api.spotify.com/v1/audio-analysis/5kldIyD365H9iq8Cz1Jb5F,212286.0,4.0,0.0,208.82286,22050,
These Are The Times (feat. JRM),5YN0zHycJ0Yxz31A5QsVov,188656,False,62,0.687,0.707,4.0,-6.19,1.0,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,audio_features,spotify:track:5YN0zHycJ0Yxz31A5QsVov,https://api.spotify.com/v1/tracks/5YN0zHycJ0Yxz31A5QsVov,https://api.spotify.com/v1/audio-analysis/5YN0zHycJ0Yxz31A5QsVov,188656.0,4.0,0.27959,181.12144,22050,
Everybody Clap,4ewreCanQVsPzCdRPsq05q,148124,False,15,0.718,0.971,0.0,-4.963,1.0,0.0691,0.00482,0.7,0.277,0.123,128.002,audio_features,spotify:track:4ewreCanQVsPzCdRPsq05q,https://api.spotify.com/v1/tracks/4ewreCanQVsPzCdRPsq05q,https://api.spotify.com/v1/audio-analysis/4ewreCanQVsPzCdRPsq05q,148125.0,4.0,0.0,140.48073,22050,
Need U,48GmVZwvkoVC5StfMLfNJE,219520,False,0,0.714,0.705,10.0,-6.479,1.0,0.0995,0.292,0.000386,0.126,0.471,114.994,audio_features,spotify:track:48GmVZwvkoVC5StfMLfNJE,https://api.spotify.com/v1/tracks/48GmVZwvkoVC5StfMLfNJE,https://api.spotify.com/v1/audio-analysis/48GmVZwvkoVC5StfMLfNJE,219521.0,4.0,0.20467,216.58414,22050,
MAD,1L6HVFyDAf7MGPjHBibgQV,177857,False,36,0.809,0.96,10.0,-3.275,0.0,0.104,0.0116,0.317,0.233,0.545,126.026,audio_features,spotify:track:1L6HVFyDAf7MGPjHBibgQV,https://api.spotify.com/v1/tracks/1L6HVFyDAf7MGPjHBibgQV,https://api.spotify.com/v1/audio-analysis/1L6HVFyDAf7MGPjHBibgQV,177857.0,4.0,0.0,174.36444,22050,
The Same Way,1Rmxhk9QkgjJAPifwkA4uM,184838,False,60,0.619,0.71,4.0,-3.058,1.0,0.0403,0.136,0.0,0.151,0.359,124.106,audio_features,spotify:track:1Rmxhk9QkgjJAPifwkA4uM,https://api.spotify.com/v1/tracks/1Rmxhk9QkgjJAPifwkA4uM,https://api.spotify.com/v1/audio-analysis/1Rmxhk9QkgjJAPifwkA4uM,184839.0,4.0,0.0,178.90395,22050,
Another Night In Paradise,5mtUwUUSmXO2bHy0aRQ0nx,180843,False,19,0.675,0.798,9.0,-6.354,0.0,0.188,0.0011,8.4e-06,0.383,0.254,117.911,audio_features,spotify:track:5mtUwUUSmXO2bHy0aRQ0nx,https://api.spotify.com/v1/tracks/5mtUwUUSmXO2bHy0aRQ0nx,https://api.spotify.com/v1/audio-analysis/5mtUwUUSmXO2bHy0aRQ0nx,180843.0,4.0,0.0,175.98404,22050,
Thing For You - Don Diablo Remix,4LRezd065bAMvBlpwMAkx6,172974,True,0,0.755,0.886,2.0,-3.042,1.0,0.087,0.382,1.3e-05,0.613,0.539,124.071,audio_features,spotify:track:4LRezd065bAMvBlpwMAkx6,https://api.spotify.com/v1/tracks/4LRezd065bAMvBlpwMAkx6,https://api.spotify.com/v1/audio-analysis/4LRezd065bAMvBlpwMAkx6,172975.0,4.0,0.0,168.89034,22050,
The Rhythm,2gvgq9z1ChRgZUqGlAuptJ,187500,False,47,0.741,0.908,4.0,-3.21,0.0,0.0913,0.367,0.273,0.115,0.206,123.999,audio_features,spotify:track:2gvgq9z1ChRgZUqGlAuptJ,https://api.spotify.com/v1/tracks/2gvgq9z1ChRgZUqGlAuptJ,https://api.spotify.com/v1/audio-analysis/2gvgq9z1ChRgZUqGlAuptJ,187500.0,4.0,0.48218,184.51736,22050,
Devil Inside Me (feat. KARRA),6h7MPC2hBJHJQuobsRXqwF,189333,False,56,0.56,0.869,6.0,-4.587,0.0,0.0622,0.00214,4.06e-06,0.304,0.177,134.934,audio_features,spotify:track:6h7MPC2hBJHJQuobsRXqwF,https://api.spotify.com/v1/tracks/6h7MPC2hBJHJQuobsRXqwF,https://api.spotify.com/v1/audio-analysis/6h7MPC2hBJHJQuobsRXqwF,189333.0,4.0,0.1161,180.54095,22050,
Reckless,45GtpfaI7fg7mSZBQTNJss,148125,False,48,0.618,0.974,6.0,-3.102,0.0,0.0994,0.00302,0.267,0.0634,0.112,128.028,audio_features,spotify:track:45GtpfaI7fg7mSZBQTNJss,https://api.spotify.com/v1/tracks/45GtpfaI7fg7mSZBQTNJss,https://api.spotify.com/v1/audio-analysis/45GtpfaI7fg7mSZBQTNJss,148125.0,4.0,0.0,141.71138,22050,
All This Love (feat. Harlœ),0nxYyX5PIHJqF4VSb4CIFV,164797,False,65,0.469,0.801,5.0,-5.635,1.0,0.0834,0.0715,0.0,0.49,0.425,124.068,audio_features,spotify:track:0nxYyX5PIHJqF4VSb4CIFV,https://api.spotify.com/v1/tracks/0nxYyX5PIHJqF4VSb4CIFV,https://api.spotify.com/v1/audio-analysis/0nxYyX5PIHJqF4VSb4CIFV,164797.0,4.0,0.27293,157.24553,22050,
Call You Mine,1SNiXDwSilLujcYdvfqVpT,217653,False,4,0.591,0.702,7.0,-5.59,1.0,0.0289,0.225,0.0,0.414,0.501,104.003,audio_features,spotify:track:1SNiXDwSilLujcYdvfqVpT,https://api.spotify.com/v1/tracks/1SNiXDwSilLujcYdvfqVpT,https://api.spotify.com/v1/audio-analysis/1SNiXDwSilLujcYdvfqVpT,217653.0,4.0,0.0,211.74857,22050,
Acordeão,4ELZXslDwisREdaDZSjBVU,131204,False,0,0.552,0.887,1.0,-3.812,1.0,0.147,0.0457,0.0207,0.0903,0.783,125.229,audio_features,spotify:track:4ELZXslDwisREdaDZSjBVU,https://api.spotify.com/v1/tracks/4ELZXslDwisREdaDZSjBVU,https://api.spotify.com/v1/audio-analysis/4ELZXslDwisREdaDZSjBVU,131204.0,4.0,0.0,126.28753,22050,
World At Our Feet,4Bl3vhxLgSmTxbHTFR7eyd,203290,False,60,0.456,0.749,6.0,-4.844,0.0,0.0834,0.00463,0.0,0.192,0.253,137.958,audio_features,spotify:track:4Bl3vhxLgSmTxbHTFR7eyd,https://api.spotify.com/v1/tracks/4Bl3vhxLgSmTxbHTFR7eyd,https://api.spotify.com/v1/audio-analysis/4Bl3vhxLgSmTxbHTFR7eyd,203291.0,4.0,0.0,196.5221,22050,
Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,185194,False,79,0.694,0.758,11.0,-2.986,1.0,0.218,0.278,1.34e-06,0.102,0.371,192.091,audio_features,spotify:track:6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/tracks/6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/audio-analysis/6osaMSJh9NguagEDQcZaKx,185195.0,4.0,0.0,176.15237,22050,
My Best Life (feat. Mike Waters) - Club Mix,78XfOXpUShe7mFwhjBEd94,198533,False,66,0.603,0.921,8.0,-3.693,0.0,0.391,0.018,9.2e-05,0.183,0.675,120.201,audio_features,spotify:track:78XfOXpUShe7mFwhjBEd94,https://api.spotify.com/v1/tracks/78XfOXpUShe7mFwhjBEd94,https://api.spotify.com/v1/audio-analysis/78XfOXpUShe7mFwhjBEd94,198533.0,4.0,0.0,191.27438,22050,
Never Change,1SG6r7daFfpzPcU15luVqB,170476,False,67,0.553,0.954,7.0,-2.883,1.0,0.0575,0.00377,0.0429,0.408,0.236,125.89,audio_features,spotify:track:1SG6r7daFfpzPcU15luVqB,https://api.spotify.com/v1/tracks/1SG6r7daFfpzPcU15luVqB,https://api.spotify.com/v1/audio-analysis/1SG6r7daFfpzPcU15luVqB,170476.0,4.0,0.0,165.79628,22050,
Waiting For Love,5e9lzDRWdQR6gGHjiTcg4M,157500,False,53,0.57,0.836,10.0,-4.414,0.0,0.0706,0.00334,0.000469,0.0909,0.712,127.917,audio_features,spotify:track:5e9lzDRWdQR6gGHjiTcg4M,https://api.spotify.com/v1/tracks/5e9lzDRWdQR6gGHjiTcg4M,https://api.spotify.com/v1/audio-analysis/5e9lzDRWdQR6gGHjiTcg4M,157500.0,4.0,3.32626,153.05434,22050,
Rock It (Radio Edit),4lDMA5DuVCCjGE5O7koap5,185125,False,7,0.895,0.597,0.0,-4.486,1.0,0.101,0.0048,0.136,0.0421,0.349,128.031,audio_features,spotify:track:4lDMA5DuVCCjGE5O7koap5,https://api.spotify.com/v1/tracks/4lDMA5DuVCCjGE5O7koap5,https://api.spotify.com/v1/audio-analysis/4lDMA5DuVCCjGE5O7koap5,185125.0,4.0,0.0,179.84435,22050,
Retrograde,3AlYAIWuDs2bYLevsTlHVj,251250,False,39,0.634,0.979,2.0,-2.585,1.0,0.0471,0.00315,0.87,0.187,0.0377,128.021,audio_features,spotify:track:3AlYAIWuDs2bYLevsTlHVj,https://api.spotify.com/v1/tracks/3AlYAIWuDs2bYLevsTlHVj,https://api.spotify.com/v1/audio-analysis/3AlYAIWuDs2bYLevsTlHVj,251250.0,4.0,3.79066,243.0955,22050,
Day Or Night,2Y3P9IFAeNGH9qTZDp9N6W,174374,False,61,0.619,0.881,5.0,-4.087,0.0,0.0335,0.00826,0.0941,0.0995,0.534,128.036,audio_features,spotify:track:2Y3P9IFAeNGH9qTZDp9N6W,https://api.spotify.com/v1/tracks/2Y3P9IFAeNGH9qTZDp9N6W,https://api.spotify.com/v1/audio-analysis/2Y3P9IFAeNGH9qTZDp9N6W,174375.0,4.0,2.11882,169.70885,22050,
Love You Forever,2gqzTQEn4g5ly0n5ScdMx0,234609,False,55,0.382,0.698,6.0,-3.409,1.0,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,audio_features,spotify:track:2gqzTQEn4g5ly0n5ScdMx0,https://api.spotify.com/v1/tracks/2gqzTQEn4g5ly0n5ScdMx0,https://api.spotify.com/v1/audio-analysis/2gqzTQEn4g5ly0n5ScdMx0,234609.0,3.0,0.12785,228.85007,22050,
Let The Music Take Control,2ItO4ZVCtwEHuLL6ygajGM,156449,False,57,0.388,0.971,6.0,-2.274,0.0,0.149,0.00143,0.091,0.433,0.175,194.956,audio_features,spotify:track:2ItO4ZVCtwEHuLL6ygajGM,https://api.spotify.com/v1/tracks/2ItO4ZVCtwEHuLL6ygajGM,https://api.spotify.com/v1/audio-analysis/2ItO4ZVCtwEHuLL6ygajGM,156450.0,3.0,0.0,151.1561,22050,
Alive,5NTDpRBKYzdsq2m77oNKyY,188695,False,49,0.632,0.857,11.0,-5.977,0.0,0.0772,0.0152,0.00816,0.272,0.376,137.989,audio_features,spotify:track:5NTDpRBKYzdsq2m77oNKyY,https://api.spotify.com/v1/tracks/5NTDpRBKYzdsq2m77oNKyY,https://api.spotify.com/v1/audio-analysis/5NTDpRBKYzdsq2m77oNKyY,188696.0,4.0,0.45819,182.16635,22050,
The Flight,6dwVoXGSsQ1TTL5aw987pi,202615,False,57,0.705,0.825,9.0,-2.927,1.0,0.215,0.00933,0.00511,0.221,0.269,129.855,audio_features,spotify:track:6dwVoXGSsQ1TTL5aw987pi,https://api.spotify.com/v1/tracks/6dwVoXGSsQ1TTL5aw987pi,https://api.spotify.com/v1/audio-analysis/6dwVoXGSsQ1TTL5aw987pi,202615.0,4.0,2.22912,202.61537,22050,
Drop It,6BwN05qKw4Q8bNoq3rYuz7,175714,False,64,0.747,0.897,5.0,-4.257,0.0,0.0642,0.0104,0.763,0.0541,0.177,126.036,audio_features,spotify:track:6BwN05qKw4Q8bNoq3rYuz7,https://api.spotify.com/v1/tracks/6BwN05qKw4Q8bNoq3rYuz7,https://api.spotify.com/v1/audio-analysis/6BwN05qKw4Q8bNoq3rYuz7,175714.0,4.0,0.0,172.52426,22050,
Limitless,5MhS1baQEdM4tTcK7DliM4,174000,False,42,0.598,0.94,1.0,-3.037,1.0,0.0363,9.38e-05,0.514,0.114,0.242,140.032,audio_features,spotify:track:5MhS1baQEdM4tTcK7DliM4,https://api.spotify.com/v1/tracks/5MhS1baQEdM4tTcK7DliM4,https://api.spotify.com/v1/audio-analysis/5MhS1baQEdM4tTcK7DliM4,174000.0,4.0,0.0,171.52,22050,
Power,4CVOUJki8YUWol3jhLphgs,148837,False,65,0.49,0.907,5.0,-4.063,0.0,0.108,0.000427,0.0,0.116,0.21,132.057,audio_features,spotify:track:4CVOUJki8YUWol3jhLphgs,https://api.spotify.com/v1/tracks/4CVOUJki8YUWol3jhLphgs,https://api.spotify.com/v1/audio-analysis/4CVOUJki8YUWol3jhLphgs,148837.0,4.0,0.0,142.61116,22050,
Blah Blah Blah,2xkrujtSjZz7EKAYGbIIzH,183518,False,62,0.612,0.963,5.0,-3.912,0.0,0.0531,0.00897,0.00378,0.294,0.179,138.009,audio_features,spotify:track:2xkrujtSjZz7EKAYGbIIzH,https://api.spotify.com/v1/tracks/2xkrujtSjZz7EKAYGbIIzH,https://api.spotify.com/v1/audio-analysis/2xkrujtSjZz7EKAYGbIIzH,183519.0,4.0,0.0,178.10286,22050,
Blackout,4EouOqmuTn64vk1CGhKL4G,154153,False,38,0.618,0.919,5.0,-4.389,0.0,0.307,0.0589,0.000133,0.114,0.108,130.048,audio_features,spotify:track:4EouOqmuTn64vk1CGhKL4G,https://api.spotify.com/v1/tracks/4EouOqmuTn64vk1CGhKL4G,https://api.spotify.com/v1/audio-analysis/4EouOqmuTn64vk1CGhKL4G,154154.0,4.0,0.06367,147.96336,22050,
We Got That Cool (feat. Afrojack & Icona Pop),2cFK03sObtI6AK3QKeOT5g,213000,False,67,0.639,0.865,1.0,-5.01,1.0,0.0357,0.00462,1.26e-06,0.208,0.611,124.01,audio_features,spotify:track:2cFK03sObtI6AK3QKeOT5g,https://api.spotify.com/v1/tracks/2cFK03sObtI6AK3QKeOT5g,https://api.spotify.com/v1/audio-analysis/2cFK03sObtI6AK3QKeOT5g,213000.0,4.0,0.0,207.61542,22050,
Monster - Robin Schulz Remix,4tknhO5RmXIxnpoipMKBmG,165947,False,72,0.475,0.815,8.0,-6.068,0.0,0.124,0.133,0.0,0.11,0.48,126.164,audio_features,spotify:track:4tknhO5RmXIxnpoipMKBmG,https://api.spotify.com/v1/tracks/4tknhO5RmXIxnpoipMKBmG,https://api.spotify.com/v1/audio-analysis/4tknhO5RmXIxnpoipMKBmG,165947.0,4.0,0.0,157.01913,22050,
All The Lies,6PqUdUGS4h5aGY7YyEGXr8,179456,False,68,0.611,0.835,6.0,-4.107,1.0,0.139,0.167,0.0,0.107,0.672,102.023,audio_features,spotify:track:6PqUdUGS4h5aGY7YyEGXr8,https://api.spotify.com/v1/tracks/6PqUdUGS4h5aGY7YyEGXr8,https://api.spotify.com/v1/audio-analysis/6PqUdUGS4h5aGY7YyEGXr8,179457.0,4.0,0.20902,175.06685,22050,
Heaven (feat. Veronica),5ql2mP9FUhB3SgMzv2akuO,195000,False,62,0.657,0.882,0.0,-3.565,0.0,0.0456,0.247,0.00202,0.112,0.179,127.994,audio_features,spotify:track:5ql2mP9FUhB3SgMzv2akuO,https://api.spotify.com/v1/tracks/5ql2mP9FUhB3SgMzv2akuO,https://api.spotify.com/v1/audio-analysis/5ql2mP9FUhB3SgMzv2akuO,195000.0,4.0,4.16218,187.03093,22050,
All Over The World,0XS2z0E0ox7F4JHYKKR4wK,145727,False,58,0.657,0.976,6.0,-3.842,0.0,0.0437,0.171,0.0315,0.318,0.794,125.983,audio_features,spotify:track:0XS2z0E0ox7F4JHYKKR4wK,https://api.spotify.com/v1/tracks/0XS2z0E0ox7F4JHYKKR4wK,https://api.spotify.com/v1/audio-analysis/0XS2z0E0ox7F4JHYKKR4wK,145728.0,4.0,0.0,141.91457,22050,
Lick It,2AUHVjR5lhg6GcztbGvRkc,215040,False,55,0.798,0.837,4.0,-2.531,1.0,0.0582,0.00737,0.121,0.0942,0.662,124.994,audio_features,spotify:track:2AUHVjR5lhg6GcztbGvRkc,https://api.spotify.com/v1/tracks/2AUHVjR5lhg6GcztbGvRkc,https://api.spotify.com/v1/audio-analysis/2AUHVjR5lhg6GcztbGvRkc,215040.0,4.0,0.0,215.04,22050,
How You Love Me (feat. Conor Maynard & Snoop Dogg),0cge96qsW6ifXppeiiRIGd,194285,False,52,0.775,0.723,0.0,-4.095,1.0,0.0468,0.282,0.000371,0.126,0.756,104.991,audio_features,spotify:track:0cge96qsW6ifXppeiiRIGd,https://api.spotify.com/v1/tracks/0cge96qsW6ifXppeiiRIGd,https://api.spotify.com/v1/audio-analysis/0cge96qsW6ifXppeiiRIGd,194286.0,4.0,0.0,191.14085,22050,
